% rows 31 cols 52
 0.00000  -5.1186  -5.1172  -4.9880  -4.9866  -4.3499  -4.3499  -3.8165  -3.8152  -3.4573
          -3.4573  -3.4505  -3.4492  -3.1703  -3.1703  -2.6968  -2.6968  -2.5063  -2.5049
          -2.4560  -2.4546  -2.1158  -2.1145  -1.9362  -1.9362  -1.1661  -1.1648  -0.8899
          -0.8899  -0.5444  -0.5444   4.8979   4.8993   5.6952   5.6952   6.3047   6.3047
           6.3496   6.3496   6.6667   6.6680   7.1646   7.1646   7.2027   7.2027   7.5211
           7.5225   8.2245   8.2259   9.1470   9.1483  13.1688
 0.03334  -5.1730  -5.0601  -5.0574  -4.9145  -4.3512  -4.3485  -3.8424  -3.7866  -3.4778
          -3.4710  -3.4410  -3.4192  -3.1893  -3.1499  -2.7417  -2.6560  -2.5117  -2.5009
          -2.4709  -2.4383  -2.1281  -2.1022  -1.9893  -1.8764  -1.1893  -1.1417  -0.9158
          -0.8682  -0.5566  -0.5267   4.8816   4.9156   5.6952   5.6952   6.2558   6.3388
           6.3551   6.3632   6.6517   6.6775   7.1238   7.1660   7.2109   7.2218   7.5143
           7.5429   8.1959   8.2558   9.0994   9.1946  13.0559
 0.06667  -5.2234  -5.1227  -4.9975  -4.8397  -4.3512  -4.3458  -3.8682  -3.7567  -3.4995
          -3.4832  -3.4233  -3.3852  -3.2043  -3.1294  -2.7866  -2.6206  -2.5186  -2.4995
          -2.4832  -2.4206  -2.1403  -2.0873  -2.0383  -1.8124  -1.2138  -1.1172  -0.9457
          -0.8532  -0.5621  -0.5022   4.8639   4.9306   5.6925   5.6952   6.2081   6.3292
           6.3796   6.4054   6.6299   6.6816   7.0912   7.1170   7.2204   7.2626   7.5238
           7.5742   8.1728   8.2898   9.0504   9.2409  12.9076
 0.10000  -5.2696  -5.1839  -4.9349  -4.7649  -4.3472  -4.3444  -3.8900  -3.7267  -3.5172
          -3.4900  -3.4056  -3.3539  -3.2124  -3.1077  -2.8301  -2.5975  -2.5267  -2.4981
          -2.4859  -2.4029  -2.1539  -2.0818  -2.0723  -1.7444  -1.2383  -1.0913  -0.9797
          -0.8423  -0.5621  -0.4736   4.8476   4.9455   5.6884   5.6938   6.1646   6.3224
           6.3973   6.4503   6.6109   6.6803   7.0612   7.0639   7.2027   7.3197   7.5429
           7.6109   8.1565   8.3225   9.0000   9.2844  12.7389
 0.13333  -5.3091  -5.2383  -4.8696  -4.6927  -4.3431  -4.3390  -3.9091  -3.6954  -3.5295
          -3.4954  -3.3907  -3.3322  -3.2056  -3.0845  -2.8682  -2.5907  -2.5349  -2.4981
          -2.4764  -2.3839  -2.1662  -2.1213  -2.0573  -1.6723  -1.2627  -1.0668  -1.0151
          -0.8355  -0.5593  -0.4423   4.8299   4.9564   5.6843   5.6925   6.1238   6.3184
           6.4177   6.4721   6.6095   6.6762   7.0014   7.0435   7.1741   7.3796   7.5633
           7.6503   8.1497   8.3565   8.9524   9.3252  12.5579
 0.16666  -5.3445  -5.2873  -4.8043  -4.6302  -4.3417  -4.3199  -3.9254  -3.6642  -3.5349
          -3.4954  -3.3825  -3.3295  -3.1757  -3.0614  -2.8982  -2.5961  -2.5444  -2.4995
          -2.4573  -2.3662  -2.1798  -2.1553  -2.0396  -1.5974  -1.2872  -1.0505  -1.0410
          -0.8328  -0.5525  -0.4097   4.8149   4.9659   5.6802   5.6925   6.0884   6.3143
           6.4381   6.4599   6.6394   6.6680   6.9388   7.0258   7.1415   7.4408   7.5796
           7.6925   8.1524   8.3891   8.9034   9.3633  12.3715
 0.20000  -5.3730  -5.3295  -4.7417  -4.5798  -4.3417  -4.2873  -3.9363  -3.6356  -3.5335
          -3.4927  -3.3852  -3.3390  -3.1294  -3.0369  -2.9077  -2.6083  -2.5539  -2.5022
          -2.4342  -2.3458  -2.1947  -2.1825  -2.0206  -1.5226  -1.3104  -1.0886  -1.0151
          -0.8328  -0.5444  -0.3784   4.8000   4.9700   5.6762   5.6938   6.0558   6.3129
           6.4299   6.4599   6.6599   6.6925   6.8735   7.0109   7.1061   7.5048   7.5891
           7.7347   8.1674   8.4191   8.8572   9.4028  12.1824
 0.23333  -5.3962  -5.3649  -4.6805  -4.5472  -4.3417  -4.2356  -3.9417  -3.6111  -3.5254
          -3.4873  -3.3988  -3.3553  -3.0750  -3.0111  -2.9063  -2.6220  -2.5648  -2.5049
          -2.4111  -2.3294  -2.2097  -2.2083  -2.0002  -1.4532  -1.3308  -1.1253  -0.9893
          -0.8342  -0.5348  -0.3484   4.7850   4.9714   5.6734   5.6979   6.0285   6.3102
           6.3918   6.4830   6.6503   6.7497   6.8095   6.9986   7.0694   7.5687   7.5905
           7.7769   8.1932   8.4490   8.8109   9.4341  11.9933
 0.26667  -5.4125  -5.3921  -4.6247  -4.5308  -4.3431  -4.1689  -3.9403  -3.5920  -3.5077
          -3.4778  -3.4247  -3.3743  -3.0152  -2.9852  -2.8900  -2.6356  -2.5730  -2.5077
          -2.3893  -2.3158  -2.2274  -2.2260  -1.9784  -1.4124  -1.3240  -1.1621  -0.9648
          -0.8369  -0.5240  -0.3240   4.7714   4.9687   5.6721   5.7034   6.0068   6.3088
